air_humidity,temperature,soil_humidity,soil_ph,rainfall,price
52.472407130841745,18.702658576772393,35.70234102415436,7.5181089826266945,192.9989695708982,72.38744921388444
87.04285838459498,25.838018947567164,34.81872794431999,7.890044191574117,251.3580823249966,66.21866611396936
73.9196365086843,32.45891671752817,74.3752748312622,6.251403696377497,240.04023244753975,50.92954591999794
65.91950905182219,29.644497728191226,34.972771990970365,7.374622298820997,88.47497617344342,82.2717486599303
39.36111842654619,31.131222957228996,36.316983567717855,7.215237949431247,87.31236743536849,72.08813142427795
39.35967122017216,28.175667334214346,65.56389574507782,7.998491130364814,117.04359193622832,69.67152118899818
33.48501673009197,28.84553129035705,46.984390547032405,8.218261181443783,140.2686815852593,55.79759648706229
81.97056874649611,31.983913031306386,66.60263341731087,5.536470314432161,152.11389535212066,27.94256911080361
66.06690070459253,19.993360177183717,23.921969453863113,7.522059757176378,219.9243042083363,76.75836988042008
72.48435466776273,24.788499272862808,49.25427162040306,5.655507397359187,64.17010804145885,54.89906508177317
31.23506965774815,19.424188836392045,22.01681601099696,7.146575995232068,58.6681760565166,67.40976024553757
88.19459112971967,34.75336015993294,23.75919220732127,6.362898187131035,147.97764073597727,36.364568769384576
79.94655844802531,33.88118679373227,74.38624720066466,6.420329798566423,224.2909230344951,44.34411653429473
42.74034664069657,15.788536227370118,28.35472226705571,6.55887551035707,98.35883573912065,48.03688508845666
40.909498032426036,29.11150345031377,51.94524093651303,7.36387734714883,210.37612031406292,81.60988665574992
41.00427059120603,33.50496634831332,44.66573615604239,6.502149897006308,114.95703448507487,54.039292416210984
48.254534577572265,18.611506902546672,40.84059957553056,7.698097151770841,271.5215272033791,53.69974415194833
61.48538589793427,26.358904611052587,73.99000074123634,6.713582156721609,273.92248606665413,82.0571392444672
55.916701118526944,33.30976595176084,21.30940380652937,5.705059600929876,124.32180107033162,31.110378972774292
47.47374841188251,15.678919571715976,59.82738117053535,7.851279527452322,107.49843849081013,38.689740628333695
